vacc_on,immune_escape,matched_vacc,matched_vacc_level,vfr2,name,rt,max_t,income_group,target_pop,hs_constraints,dt,seeding_cases,age_groups_covered,age_groups_covered_d3,age_groups_covered_d4,age_groups_covered_d5,max_coverage,vacc_period,vacc_start,vaccine_doses,vfr,vfr_time1,vfr_time2,vfr2_time1,vfr2_time2,vaccine,mu_ab_d1,mu_ab_d2,k,hl_l,hl_s,period_s,period_l,ab_50,ab_50_severe,std10,max_ab,mu_ab_infection,std10_infection,mu_ab_inf_scal_vfr,repetition,hosp_scal,ICU_scal,b1,scenario_name,index
0,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3802884615384615,0.3802884615384615,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,1,1,0.04,undefined,23
0,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3802884615384615,0.3802884615384615,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,1,1,0.04,undefined,24
0,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3802884615384615,0.3802884615384615,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,1,1,0.04,undefined,25
0,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3802884615384615,0.3802884615384615,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,6,1,1,0.04,undefined,26
0,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3802884615384615,0.3802884615384615,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,7,1,1,0.04,undefined,27
0,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3802884615384615,0.3802884615384615,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,8,1,1,0.04,undefined,28
0,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3802884615384615,0.3802884615384615,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,9,1,1,0.04,undefined,29
0,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3802884615384615,0.3802884615384615,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,10,1,1,0.04,undefined,30
0,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.43461538461538457,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,1,1,0.04,undefined,31
0,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.43461538461538457,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,2,1,1,0.04,undefined,32
0,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.43461538461538457,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,1,1,0.04,undefined,33
0,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.43461538461538457,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,1,1,0.04,undefined,34
0,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.43461538461538457,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,1,1,0.04,undefined,35
0,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.43461538461538457,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,6,1,1,0.04,undefined,36
0,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.43461538461538457,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,7,1,1,0.04,undefined,37
0,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.43461538461538457,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,8,1,1,0.04,undefined,38
0,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.43461538461538457,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,9,1,1,0.04,undefined,39
0,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.43461538461538457,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,10,1,1,0.04,undefined,40
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.21730769230769229,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,1,1,0.04,undefined,41
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.21730769230769229,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,2,1,1,0.04,undefined,42
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.21730769230769229,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,1,1,0.04,undefined,43
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.21730769230769229,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,1,1,0.04,undefined,44
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.21730769230769229,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,1,1,0.04,undefined,45
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.21730769230769229,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,6,1,1,0.04,undefined,46
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.21730769230769229,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,7,1,1,0.04,undefined,47
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.21730769230769229,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,8,1,1,0.04,undefined,48
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.21730769230769229,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,9,1,1,0.04,undefined,49
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.21730769230769229,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,10,1,1,0.04,undefined,50
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3259615384615384,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,1,1,0.04,undefined,51
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3259615384615384,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,2,1,1,0.04,undefined,52
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3259615384615384,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,1,1,0.04,undefined,53
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3259615384615384,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,1,1,0.04,undefined,54
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3259615384615384,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,1,1,0.04,undefined,55
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3259615384615384,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,6,1,1,0.04,undefined,56
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3259615384615384,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,7,1,1,0.04,undefined,57
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3259615384615384,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,8,1,1,0.04,undefined,58
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3259615384615384,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,9,1,1,0.04,undefined,59
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3259615384615384,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,10,1,1,0.04,undefined,60
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3802884615384615,0.3802884615384615,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,1,1,0.04,undefined,61
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3802884615384615,0.3802884615384615,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,2,1,1,0.04,undefined,62
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3802884615384615,0.3802884615384615,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,1,1,0.04,undefined,63
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3802884615384615,0.3802884615384615,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,1,1,0.04,undefined,64
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3802884615384615,0.3802884615384615,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,1,1,0.04,undefined,65
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3802884615384615,0.3802884615384615,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,6,1,1,0.04,undefined,66
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3802884615384615,0.3802884615384615,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,7,1,1,0.04,undefined,67
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3802884615384615,0.3802884615384615,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,8,1,1,0.04,undefined,68
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3802884615384615,0.3802884615384615,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,9,1,1,0.04,undefined,69
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.3802884615384615,0.3802884615384615,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,10,1,1,0.04,undefined,70
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.43461538461538457,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,1,1,0.04,undefined,71
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.43461538461538457,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,2,1,1,0.04,undefined,72
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.43461538461538457,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,1,1,0.04,undefined,73
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.43461538461538457,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,1,1,0.04,undefined,74
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.43461538461538457,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,1,1,0.04,undefined,75
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.43461538461538457,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,6,1,1,0.04,undefined,76
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.43461538461538457,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,7,1,1,0.04,undefined,77
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.43461538461538457,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,8,1,1,0.04,undefined,78
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.43461538461538457,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,9,1,1,0.04,undefined,79
0,0,1,1,1,scenario1,3.5,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,4380,1,1,1,30,1095,1185,vaccine,0.43461538461538457,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,10,1,1,0.04,undefined,80
1,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,3465,1,1,1,30,1095,1185,vaccine,0.21730769230769229,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,1,1,0.04,undefined,81
1,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,3465,1,1,1,30,1095,1185,vaccine,0.21730769230769229,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,2,1,1,0.04,undefined,82
1,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,3465,1,1,1,30,1095,1185,vaccine,0.21730769230769229,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,3,1,1,0.04,undefined,83
1,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,3465,1,1,1,30,1095,1185,vaccine,0.21730769230769229,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,4,1,1,0.04,undefined,84
1,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,3465,1,1,1,30,1095,1185,vaccine,0.21730769230769229,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,5,1,1,0.04,undefined,85
1,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,3465,1,1,1,30,1095,1185,vaccine,0.21730769230769229,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,6,1,1,0.04,undefined,86
1,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,3465,1,1,1,30,1095,1185,vaccine,0.21730769230769229,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,7,1,1,0.04,undefined,87
1,0,1,1,1,scenario1,3,4380,HIC,1000000,Absent,0.25,10,4,14,14,14,0.95,30,3465,1,1,1,30,1095,1185,vaccine,0.21730769230769229,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,8,1,1,0.04,undefined,88
